year,iso3c,smod,pop_WPP2022,country
1950,AZE,Urban centre,0.6452183325097696,Azerbaijan
1950,AZE,Rural grid cells,1.379654497382656,Azerbaijan
1950,AZE,Urban cluster,1.1021091701075743,Azerbaijan
1955,AZE,Urban centre,0.7824636213523886,Azerbaijan
1955,AZE,Rural grid cells,1.454514237979786,Azerbaijan
1955,AZE,Urban cluster,1.2651341406678254,Azerbaijan
1960,AZE,Urban centre,0.9914079727125563,Azerbaijan
1960,AZE,Rural grid cells,1.5445409987761383,Azerbaijan
1960,AZE,Urban cluster,1.5277090285113057,Azerbaijan
1965,AZE,Urban centre,1.2684451925929088,Azerbaijan
1965,AZE,Rural grid cells,1.6364824399100568,Azerbaijan
1965,AZE,Urban cluster,1.865457367497035,Azerbaijan
1970,AZE,Urban centre,1.528482765655527,Azerbaijan
1970,AZE,Rural grid cells,1.7061612189113455,Azerbaijan
1970,AZE,Urban cluster,2.1380050154331274,Azerbaijan
1975,AZE,Urban centre,1.7663574555423587,Azerbaijan
1975,AZE,Rural grid cells,1.7626403293495851,Azerbaijan
1975,AZE,Urban cluster,2.3470922151080558,Azerbaijan
1980,AZE,Urban centre,2.0576916040749245,Azerbaijan
1980,AZE,Rural grid cells,1.813619340239972,Azerbaijan
1980,AZE,Urban cluster,2.468381055685103,Azerbaijan
1985,AZE,Urban centre,2.284699955009714,Azerbaijan
1985,AZE,Rural grid cells,1.9135497703083582,Azerbaijan
1985,AZE,Urban cluster,2.6346092746819285,Azerbaijan
1990,AZE,Urban centre,2.5245753638424437,Azerbaijan
1990,AZE,Rural grid cells,1.979415793914084,Azerbaijan
1990,AZE,Urban cluster,2.8679938422434725,Azerbaijan
1995,AZE,Urban centre,2.664359253641937,Azerbaijan
1995,AZE,Rural grid cells,2.0352888966986207,Azerbaijan
1995,AZE,Urban cluster,3.157725849659442,Azerbaijan
2000,AZE,Urban centre,2.7940503683843967,Azerbaijan
2000,AZE,Rural grid cells,2.014217130231843,Azerbaijan
2000,AZE,Urban cluster,3.33564650138376,Azerbaijan
2005,AZE,Urban centre,3.0074842256317877,Azerbaijan
2005,AZE,Rural grid cells,2.0595984872925404,Azerbaijan
2005,AZE,Urban cluster,3.5375702870756722,Azerbaijan
2010,AZE,Urban centre,3.537906328028637,Azerbaijan
2010,AZE,Rural grid cells,2.103857451507861,Azerbaijan
2010,AZE,Urban cluster,3.5360352204635004,Azerbaijan
2015,AZE,Urban centre,4.0117757849060816,Azerbaijan
2015,AZE,Rural grid cells,2.1652504747073382,Azerbaijan
2015,AZE,Urban cluster,3.627506740386581,Azerbaijan
2020,AZE,Urban centre,4.372217398141234,Azerbaijan
2020,AZE,Rural grid cells,2.155394604285765,Azerbaijan
2020,AZE,Urban cluster,3.7459159975729994,Azerbaijan
1950,BDI,Rural grid cells,1.5619121361147326,Burundi
1950,BDI,Urban cluster,0.6674098638852676,Burundi
1955,BDI,Urban centre,0.05789824410466985,Burundi
1955,BDI,Rural grid cells,1.65078585757862,Burundi
1955,BDI,Urban cluster,0.7621098983167098,Burundi
1960,BDI,Urban centre,0.07612952737053698,Burundi
1960,BDI,Rural grid cells,1.7284051830629847,Burundi
1960,BDI,Urban cluster,0.9151982895664779,Burundi
1965,BDI,Urban centre,0.10447434792088087,Burundi
1965,BDI,Rural grid cells,1.8319076051244734,Burundi
1965,BDI,Urban cluster,1.150169046954646,Burundi
1970,BDI,Urban centre,0.13935228026404659,Burundi
1970,BDI,Rural grid cells,1.9126443768349275,Burundi
1970,BDI,Urban cluster,1.404013342901026,Burundi
1975,BDI,Urban centre,0.17332028585661619,Burundi
1975,BDI,Rural grid cells,1.944067804867773,Burundi
1975,BDI,Urban cluster,1.5936829092756102,Burundi
1980,BDI,Urban centre,0.22323921908482683,Burundi
1980,BDI,Rural grid cells,2.0291043064899665,Burundi
1980,BDI,Urban cluster,1.9241824744252067,Burundi
1985,BDI,Urban centre,0.28949639725034165,Burundi
1985,BDI,Rural grid cells,2.1831495008269024,Burundi
1985,BDI,Urban cluster,2.4310781019227563,Burundi
1990,BDI,Urban centre,0.323678521879239,Burundi
1990,BDI,Rural grid cells,2.2807413870186055,Burundi
1990,BDI,Urban cluster,2.8237450911021558,Burundi
1995,BDI,Urban centre,0.43594855510148,Burundi
1995,BDI,Rural grid cells,2.3491004925577874,Burundi
1995,BDI,Urban cluster,3.113262952340733,Burundi
2000,BDI,Urban centre,0.5999230055245414,Burundi
2000,BDI,Rural grid cells,2.3659717684448,Burundi
2000,BDI,Urban cluster,3.2777502260306592,Burundi
2005,BDI,Urban centre,0.8610589474945042,Burundi
2005,BDI,Rural grid cells,2.553270203087668,Burundi
2005,BDI,Urban cluster,3.8430628494178274,Burundi
2010,BDI,Urban centre,1.2707888004691714,Burundi
2010,BDI,Rural grid cells,2.521405239878848,Burundi
2010,BDI,Urban cluster,5.16351695965198,Burundi
2015,BDI,Urban centre,1.5761774770444639,Burundi
2015,BDI,Rural grid cells,2.3348131972561057,Burundi
2015,BDI,Urban cluster,6.75667132569943,Burundi
2020,BDI,Urban centre,1.841711075243718,Burundi
2020,BDI,Rural grid cells,1.9751191875007494,Burundi
2020,BDI,Urban cluster,8.237066737255534,Burundi
1950,BEL,Urban centre,1.9131286655233675,Belgium
1950,BEL,Rural grid cells,2.508950240669761,Belgium
1950,BEL,Urban cluster,4.17506509380687,Belgium
1955,BEL,Urban centre,2.032055329823258,Belgium
1955,BEL,Rural grid cells,2.51492594564382,Belgium
1955,BEL,Urban cluster,4.264554724532921,Belgium
1960,BEL,Urban centre,2.1725497263194997,Belgium
1960,BEL,Rural grid cells,2.520888379779592,Belgium
1960,BEL,Urban cluster,4.388451893900909,Belgium
1965,BEL,Urban centre,2.3280517065545214,Belgium
1965,BEL,Rural grid cells,2.5257397837009736,Belgium
1965,BEL,Urban cluster,4.529977509744503,Belgium
1970,BEL,Urban centre,2.463102793782735,Belgium
1970,BEL,Rural grid cells,2.526864921631979,Belgium
1970,BEL,Urban cluster,4.6203592845852866,Belgium
1975,BEL,Urban centre,2.5742712478427157,Belgium
1975,BEL,Rural grid cells,2.5251194661828285,Belgium
1975,BEL,Urban cluster,4.659009285974457,Belgium
1980,BEL,Urban centre,2.7478542885093,Belgium
1980,BEL,Rural grid cells,2.4989235243434997,Belgium
1980,BEL,Urban cluster,4.5752161871472,Belgium
1985,BEL,Urban centre,2.8895764269412187,Belgium
1985,BEL,Rural grid cells,2.4930369715489142,Belgium
1985,BEL,Urban cluster,4.495000601509867,Belgium
1990,BEL,Urban centre,2.9207464194519934,Belgium
1990,BEL,Rural grid cells,2.4750335131715415,Belgium
1990,BEL,Urban cluster,4.550838067376465,Belgium
1995,BEL,Urban centre,3.0067362636652666,Belgium
1995,BEL,Rural grid cells,2.430741960328941,Belgium
1995,BEL,Urban cluster,4.644681776005792,Belgium
2000,BEL,Urban centre,3.1853822726267644,Belgium
2000,BEL,Rural grid cells,2.4297055374467935,Belgium
2000,BEL,Urban cluster,4.627800189926442,Belgium
2005,BEL,Urban centre,3.386419974818657,Belgium
2005,BEL,Rural grid cells,2.4528113520174815,Belgium
2005,BEL,Urban cluster,4.646415673163862,Belgium
2010,BEL,Urban centre,3.5691008938036943,Belgium
2010,BEL,Rural grid cells,2.468227762727578,Belgium
2010,BEL,Urban cluster,4.801704343468728,Belgium
2015,BEL,Urban centre,3.6947043261865047,Belgium
2015,BEL,Rural grid cells,2.4721097448506724,Belgium
2015,BEL,Urban cluster,5.047771928962823,Belgium
2020,BEL,Urban centre,3.849068106497649,Belgium
2020,BEL,Rural grid cells,2.4670437784203028,Belgium
2020,BEL,Urban cluster,5.225161115082049,Belgium
1950,BEN,Urban centre,0.24924032047820432,Benin
1950,BEN,Rural grid cells,0.7848696679827761,Benin
1950,BEN,Urban cluster,1.2223270115390192,Benin
1955,BEN,Urban centre,0.2869042570053438,Benin
1955,BEN,Rural grid cells,0.8741337157513464,Benin
1955,BEN,Urban cluster,1.1871130272433101,Benin
1960,BEN,Urban centre,0.3364402284748244,Benin
1960,BEN,Rural grid cells,0.972578370079162,Benin
1960,BEN,Urban cluster,1.1847164014460136,Benin
1965,BEN,Urban centre,0.40392874347803803,Benin
1965,BEN,Rural grid cells,1.0839018258182913,Benin
1965,BEN,Urban cluster,1.2222464307036707,Benin
1970,BEN,Urban centre,0.4922965855623001,Benin
1970,BEN,Rural grid cells,1.2090631149593796,Benin
1970,BEN,Urban cluster,1.2903402994783202,Benin
1975,BEN,Urban centre,0.6055828946699542,Benin
1975,BEN,Rural grid cells,1.3486922729352238,Benin
1975,BEN,Urban cluster,1.3847598323948223,Benin
1980,BEN,Urban centre,0.7581954178033914,Benin
1980,BEN,Rural grid cells,1.5222506424640303,Benin
1980,BEN,Urban cluster,1.501108939732578,Benin
1985,BEN,Urban centre,1.0326625208291678,Benin
1985,BEN,Rural grid cells,1.7042039668848354,Benin
1985,BEN,Urban cluster,1.6181745122859972,Benin
1990,BEN,Urban centre,1.272565437249304,Benin
1990,BEN,Rural grid cells,1.8375666252692704,Benin
1990,BEN,Urban cluster,1.9448529374814258,Benin
1995,BEN,Urban centre,1.5874111739259418,Benin
1995,BEN,Rural grid cells,2.0710452807181956,Benin
1995,BEN,Urban cluster,2.3172885453558623,Benin
2000,BEN,Urban centre,1.9693426623190315,Benin
2000,BEN,Rural grid cells,2.258401503678806,Benin
2000,BEN,Urban cluster,2.664675834002163,Benin
2005,BEN,Urban centre,2.454162638052945,Benin
2005,BEN,Rural grid cells,2.471420458435051,Benin
2005,BEN,Urban cluster,3.0882209035120036,Benin
2010,BEN,Urban centre,3.0259646437705983,Benin
2010,BEN,Rural grid cells,2.720231733526299,Benin
2010,BEN,Urban cluster,3.561188622703103,Benin
2015,BEN,Urban centre,4.045500772696265,Benin
2015,BEN,Rural grid cells,3.0176248100543157,Benin
2015,BEN,Urban cluster,3.708531417249419,Benin
2020,BEN,Urban centre,4.925865979644706,Benin
2020,BEN,Rural grid cells,3.4600851582511107,Benin
2020,BEN,Urban cluster,4.080867862104184,Benin
1950,BES,Rural grid cells,0.006988,Caribbean Netherlands
1955,BES,Rural grid cells,0.007535000000000001,Caribbean Netherlands
1960,BES,Rural grid cells,0.007623,Caribbean Netherlands
1965,BES,Rural grid cells,0.008377,Caribbean Netherlands
1970,BES,Rural grid cells,0.009553,Caribbean Netherlands
1975,BES,Rural grid cells,0.01056,Caribbean Netherlands
1980,BES,Rural grid cells,0.011448,Caribbean Netherlands
1985,BES,Rural grid cells,0.0067146099450606945,Caribbean Netherlands
1985,BES,Urban cluster,0.005303390054939306,Caribbean Netherlands
1990,BES,Rural grid cells,0.0065392160444523156,Caribbean Netherlands
1990,BES,Urban cluster,0.006003783955547686,Caribbean Netherlands
1995,BES,Rural grid cells,0.006006459538047385,Caribbean Netherlands
1995,BES,Urban cluster,0.007129540461952615,Caribbean Netherlands
2000,BES,Rural grid cells,0.006244004534544142,Caribbean Netherlands
2000,BES,Urban cluster,0.007633995465455859,Caribbean Netherlands
2005,BES,Rural grid cells,0.006370995072855377,Caribbean Netherlands
2005,BES,Urban cluster,0.010017004927144624,Caribbean Netherlands
2010,BES,Rural grid cells,0.007428055269758692,Caribbean Netherlands
2010,BES,Urban cluster,0.012439944730241308,Caribbean Netherlands
2015,BES,Rural grid cells,0.009140456687280859,Caribbean Netherlands
2015,BES,Urban cluster,0.013717543312719143,Caribbean Netherlands
2020,BES,Rural grid cells,0.009677635025613193,Caribbean Netherlands
2020,BES,Urban cluster,0.016185364974386808,Caribbean Netherlands
1950,BFA,Urban centre,0.10877977371558907,Burkina Faso
1950,BFA,Rural grid cells,2.969268214354947,Burkina Faso
1950,BFA,Urban cluster,1.1124440119294643,Burkina Faso
1955,BFA,Urban centre,0.13337720101656944,Burkina Faso
1955,BFA,Rural grid cells,3.181781292875282,Burkina Faso
1955,BFA,Urban cluster,1.129173506108148,Burkina Faso
1960,BFA,Urban centre,0.1654538876591779,Burkina Faso
1960,BFA,Rural grid cells,3.422784617875051,Burkina Faso
1960,BFA,Urban cluster,1.1607174944657712,Burkina Faso
1965,BFA,Urban centre,0.20782358936958556,Burkina Faso
1965,BFA,Rural grid cells,3.697980241145735,Burkina Faso
1965,BFA,Urban cluster,1.2099681694846802,Burkina Faso
1970,BFA,Urban centre,0.26479108351237146,Burkina Faso
1970,BFA,Rural grid cells,4.015692660921026,Burkina Faso
1970,BFA,Urban cluster,1.2824882555666024,Burkina Faso
1975,BFA,Urban centre,0.3393348173050866,Burkina Faso
1975,BFA,Rural grid cells,4.36762898732091,Burkina Faso
1975,BFA,Urban cluster,1.3691751953740035,Burkina Faso
1980,BFA,Urban centre,0.5307361762526649,Burkina Faso
1980,BFA,Rural grid cells,4.713479763182231,Burkina Faso
1980,BFA,Urban cluster,1.5944610605651055,Burkina Faso
1985,BFA,Urban centre,0.7336333741209926,Burkina Faso
1985,BFA,Rural grid cells,5.165411606582456,Burkina Faso
1985,BFA,Urban cluster,1.964968019296551,Burkina Faso
1990,BFA,Urban centre,0.8761918116323842,Burkina Faso
1990,BFA,Rural grid cells,5.66753253211715,Burkina Faso
1990,BFA,Urban cluster,2.4679966562504667,Burkina Faso
1995,BFA,Urban centre,1.2911629140807106,Burkina Faso
1995,BFA,Rural grid cells,6.009507658222689,Burkina Faso
1995,BFA,Urban cluster,2.919673427696599,Burkina Faso
2000,BFA,Urban centre,1.809273492637191,Burkina Faso
2000,BFA,Rural grid cells,6.431125297934493,Burkina Faso
2000,BFA,Urban cluster,3.4630492094283154,Burkina Faso
2005,BFA,Urban centre,2.6449846558637273,Burkina Faso
2005,BFA,Rural grid cells,7.18627206634765,Burkina Faso
2005,BFA,Urban cluster,3.8268522777886234,Burkina Faso
2010,BFA,Urban centre,3.4355768121488057,Burkina Faso
2010,BFA,Rural grid cells,8.112259352207788,Burkina Faso
2010,BFA,Urban cluster,4.332186835643406,Burkina Faso
2015,BFA,Urban centre,4.505106595873503,Burkina Faso
2015,BFA,Rural grid cells,9.24606268117308,Burkina Faso
2015,BFA,Urban cluster,4.691529722953417,Burkina Faso
2020,BFA,Urban centre,5.3492384660085195,Burkina Faso
2020,BFA,Rural grid cells,10.730417305444464,Burkina Faso
2020,BFA,Urban cluster,5.152237228547016,Burkina Faso
1950,BGD,Urban centre,7.579651673624688,Bangladesh
1950,BGD,Rural grid cells,13.56890569270919,Bangladesh
1950,BGD,Urban cluster,18.187639633666127,Bangladesh
1955,BGD,Urban centre,9.5500355135044,Bangladesh
1955,BGD,Rural grid cells,12.973414565436272,Bangladesh
1955,BGD,Urban cluster,21.259518921059332,Bangladesh
1960,BGD,Urban centre,12.177984356784856,Bangladesh
1960,BGD,Rural grid cells,12.30397955100436,Bangladesh
1960,BGD,Urban cluster,25.19621809221079,Bangladesh
1965,BGD,Urban centre,15.739128786581102,Bangladesh
1965,BGD,Rural grid cells,11.561492453097657,Bangladesh
1965,BGD,Urban cluster,30.33253876032125,Bangladesh
1970,BGD,Urban centre,20.038638497592892,Bangladesh
1970,BGD,Rural grid cells,10.722582711777555,Bangladesh
1970,BGD,Urban cluster,36.026905790629534,Bangladesh
1975,BGD,Urban centre,23.916164994330796,Bangladesh
1975,BGD,Rural grid cells,9.86418826211097,Bangladesh
1975,BGD,Urban cluster,40.06222174355822,Bangladesh
1980,BGD,Urban centre,25.251185276348746,Bangladesh
1980,BGD,Rural grid cells,8.762481898452105,Bangladesh
1980,BGD,Urban cluster,48.86106382519914,Bangladesh
1985,BGD,Urban centre,28.15557178034742,Bangladesh
1985,BGD,Rural grid cells,7.021677631787658,Bangladesh
1985,BGD,Urban cluster,59.58607058786494,Bangladesh
1990,BGD,Urban centre,32.69271343328829,Bangladesh
1990,BGD,Rural grid cells,5.97012478525584,Bangladesh
1990,BGD,Urban cluster,67.33873978145587,Bangladesh
1995,BGD,Urban centre,39.84395705587675,Bangladesh
1995,BGD,Rural grid cells,5.639861721505867,Bangladesh
1995,BGD,Urban cluster,71.26071022261739,Bangladesh
2000,BGD,Urban centre,48.53742468378492,Bangladesh
2000,BGD,Rural grid cells,5.220932349977188,Bangladesh
2000,BGD,Urban cluster,74.2172119662379,Bangladesh
2005,BGD,Urban centre,57.50254085689785,Bangladesh
2005,BGD,Rural grid cells,4.885748440216993,Bangladesh
2005,BGD,Urban cluster,77.53451870288514,Bangladesh
2010,BGD,Urban centre,63.27054597925361,Bangladesh
2010,BGD,Rural grid cells,4.511087258256667,Bangladesh
2010,BGD,Urban cluster,79.70592776248972,Bangladesh
2015,BGD,Urban centre,71.40963026022942,Bangladesh
2015,BGD,Rural grid cells,3.9773617124268443,Bangladesh
2015,BGD,Urban cluster,81.52933202734374,Bangladesh
2020,BGD,Urban centre,80.06663715382214,Bangladesh
2020,BGD,Rural grid cells,3.31634504653102,Bangladesh
2020,BGD,Urban cluster,83.04401079964684,Bangladesh
1950,BGR,Urban centre,1.7148100965314987,Bulgaria
1950,BGR,Rural grid cells,3.566682503970104,Bulgaria
1950,BGR,Urban cluster,1.8392523994983965,Bulgaria
1955,BGR,Urban centre,1.9285923608506101,Bulgaria
1955,BGR,Rural grid cells,3.584337846465822,Bulgaria
1955,BGR,Urban cluster,1.964836792683569,Bulgaria
1960,BGR,Urban centre,2.1587152690735363,Bulgaria
1960,BGR,Rural grid cells,3.5923450990279373,Bulgaria
1960,BGR,Urban cluster,2.1017646318985266,Bulgaria
1965,BGR,Urban centre,2.3874806632359986,Bulgaria
1965,BGR,Rural grid cells,3.5848105632864002,Bulgaria
1965,BGR,Urban cluster,2.240390773477602,Bulgaria
1970,BGR,Urban centre,2.605259042233968,Bulgaria
1970,BGR,Rural grid cells,3.5622483270898893,Bulgaria
1970,BGR,Urban cluster,2.3810896306761418,Bulgaria
1975,BGR,Urban centre,2.7998443182610964,Bulgaria
1975,BGR,Rural grid cells,3.525212172113125,Bulgaria
1975,BGR,Urban cluster,2.5144055096257794,Bulgaria
1980,BGR,Urban centre,2.8154165459672256,Bulgaria
1980,BGR,Rural grid cells,3.5317630021271778,Bulgaria
1980,BGR,Urban cluster,2.6335764519055966,Bulgaria
1985,BGR,Urban centre,2.843626027132915,Bulgaria
1985,BGR,Rural grid cells,3.459776989932456,Bulgaria
1985,BGR,Urban cluster,2.6273139829346275,Bulgaria
1990,BGR,Urban centre,2.760915763295227,Bulgaria
1990,BGR,Rural grid cells,3.4109215365873404,Bulgaria
1990,BGR,Urban cluster,2.616139700117432,Bulgaria
1995,BGR,Urban centre,2.638071685369164,Bulgaria
1995,BGR,Rural grid cells,3.3262564937083603,Bulgaria
1995,BGR,Urban cluster,2.5508708209224755,Bulgaria
2000,BGR,Urban centre,2.530992172240976,Bulgaria
2000,BGR,Rural grid cells,3.2026966355673383,Bulgaria
2000,BGR,Urban cluster,2.3961981921916866,Bulgaria
2005,BGR,Urban centre,2.397266706243129,Bulgaria
2005,BGR,Rural grid cells,3.1125039703584045,Bulgaria
2005,BGR,Urban cluster,2.330778323398467,Bulgaria
2010,BGR,Urban centre,2.373724257055667,Bulgaria
2010,BGR,Rural grid cells,3.02659619827917,Bulgaria
2010,BGR,Urban cluster,2.215217544665162,Bulgaria
2015,BGR,Urban centre,2.3025102444466046,Bulgaria
2015,BGR,Rural grid cells,2.909949948117939,Bulgaria
2015,BGR,Urban cluster,2.128922807435457,Bulgaria
2020,BGR,Urban centre,2.18640432196101,Bulgaria
2020,BGR,Rural grid cells,2.8006083153973904,Bulgaria
2020,BGR,Urban cluster,2.033222362641599,Bulgaria
1950,BHR,Rural grid cells,0.004340092510245216,Bahrain
1950,BHR,Urban cluster,0.11123090748975478,Bahrain
1955,BHR,Rural grid cells,0.005765061773649981,Bahrain
1955,BHR,Urban cluster,0.12704293822635004,Bahrain
1960,BHR,Rural grid cells,0.007460804335283869,Bahrain
1960,BHR,Urban cluster,0.15013219566471614,Bahrain
1965,BHR,Urban centre,0.05892740034875945,Bahrain
1965,BHR,Rural grid cells,0.009426997722332969,Bahrain
1965,BHR,Urban cluster,0.12160560192890758,Bahrain
1970,BHR,Urban centre,0.08334405090483556,Bahrain
1970,BHR,Rural grid cells,0.011655491871252489,Bahrain
1970,BHR,Urban cluster,0.12464745722391196,Bahrain
1975,BHR,Urban centre,0.12517406779277937,Bahrain
1975,BHR,Rural grid cells,0.014028132072553228,Bahrain
1975,BHR,Urban cluster,0.1385538001346674,Bahrain
1980,BHR,Urban centre,0.24921568222154428,Bahrain
1980,BHR,Rural grid cells,0.015813076500946023,Bahrain
1980,BHR,Urban cluster,0.08960424127750966,Bahrain
